FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Year
2022-10-29,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2535,BWI,"Baltimore, MD",ATL,"Atlanta, GA",1816,1807.0,-9.0,20.0,1827.0,1955.0,12.0,2010,2007.0,-3.0,NOT CANCELLED,NOT DIVERTED,114.0,120.0,88.0,577.0,,,,,,2022
2022-04-10,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2042,OAK,"Oakland, CA",DEN,"Denver, CO",940,959.0,19.0,6.0,1005.0,1256.0,23.0,1310,1319.0,9.0,NOT CANCELLED,NOT DIVERTED,150.0,140.0,111.0,957.0,,,,,,2022
2022-12-09,JetBlue Airways,JetBlue Airways: B6,B6,20409,1530,RSW,"Fort Myers, FL",JFK,"New York, NY",815,811.0,-4.0,9.0,820.0,1040.0,5.0,1100,1045.0,-15.0,NOT CANCELLED,NOT DIVERTED,165.0,154.0,140.0,1074.0,,,,,,2022
2022-02-18,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,950,MSY,"New Orleans, LA",BWI,"Baltimore, MD",2049,2106.0,17.0,9.0,2115.0,5.0,7.0,12,12.0,0.0,NOT CANCELLED,NOT DIVERTED,143.0,126.0,110.0,998.0,,,,,,2022
2022-06-25,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4456,DEN,"Denver, CO",ABQ,"Albuquerque, NM",2215,2216.0,1.0,10.0,2226.0,2317.0,4.0,2335,2321.0,-14.0,NOT CANCELLED,NOT DIVERTED,80.0,65.0,51.0,349.0,,,,,,2022
2022-12-29,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2390,ATL,"Atlanta, GA",DCA,"Washington, DC",1100,1057.0,-3.0,8.0,1105.0,1222.0,3.0,1245,1225.0,-20.0,NOT CANCELLED,NOT DIVERTED,105.0,88.0,77.0,547.0,,,,,,2022
2022-08-07,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5166,JAX,"Jacksonville, FL",PHL,"Philadelphia, PA",1525,1531.0,6.0,31.0,1602.0,1748.0,8.0,1738,1756.0,18.0,NOT CANCELLED,NOT DIVERTED,133.0,145.0,106.0,742.0,0.0,6.0,12.0,0.0,0.0,2022
2022-11-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,339,DEN,"Denver, CO",ORD,"Chicago, IL",815,828.0,13.0,41.0,909.0,1216.0,15.0,1150,1231.0,41.0,NOT CANCELLED,NOT DIVERTED,155.0,183.0,127.0,888.0,13.0,0.0,28.0,0.0,0.0,2022
2022-01-27,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1540,SEA,"Seattle, WA",ORD,"Chicago, IL",530,518.0,-12.0,17.0,535.0,1100.0,14.0,1139,1114.0,-25.0,NOT CANCELLED,NOT DIVERTED,249.0,236.0,205.0,1721.0,,,,,,2022
2022-01-29,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,861,CLE,"Cleveland, OH",CLT,"Charlotte, NC",806,1004.0,118.0,27.0,1031.0,1136.0,7.0,1000,1143.0,103.0,NOT CANCELLED,NOT DIVERTED,114.0,99.0,65.0,430.0,103.0,0.0,0.0,0.0,0.0,2022
2022-07-26,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1935,CLT,"Charlotte, NC",RSW,"Fort Myers, FL",903,857.0,-6.0,19.0,916.0,1036.0,3.0,1053,1039.0,-14.0,NOT CANCELLED,NOT DIVERTED,110.0,102.0,80.0,600.0,,,,,,2022
2022-10-22,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1772,LAX,"Los Angeles, CA",DEN,"Denver, CO",1100,1056.0,-4.0,17.0,1113.0,1400.0,7.0,1422,1407.0,-15.0,NOT CANCELLED,NOT DIVERTED,142.0,131.0,107.0,862.0,,,,,,2022
2022-01-07,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4107,OMA,"Omaha, NE",MSP,"Minneapolis, MN",1812,1805.0,-7.0,14.0,1819.0,1912.0,73.0,1930,2025.0,55.0,NOT CANCELLED,NOT DIVERTED,78.0,140.0,53.0,282.0,55.0,0.0,0.0,0.0,0.0,2022
2022-11-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3798,SLC,"Salt Lake City, UT",MSO,"Missoula, MT",2257,2257.0,0.0,37.0,2334.0,40.0,4.0,40,44.0,4.0,NOT CANCELLED,NOT DIVERTED,103.0,107.0,66.0,436.0,,,,,,2022
2022-10-23,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4728,IAH,"Houston, TX",OKC,"Oklahoma City, OK",1437,1444.0,7.0,14.0,1458.0,1602.0,5.0,1610,1607.0,-3.0,NOT CANCELLED,NOT DIVERTED,93.0,83.0,64.0,395.0,,,,,,2022
2022-06-29,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2207,BOI,"Boise, ID",SLC,"Salt Lake City, UT",1310,1307.0,-3.0,10.0,1317.0,1406.0,5.0,1425,1411.0,-14.0,NOT CANCELLED,NOT DIVERTED,75.0,64.0,49.0,290.0,,,,,,2022
2022-03-18,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,503,BWI,"Baltimore, MD",MCO,"Orlando, FL",620,618.0,-2.0,9.0,627.0,820.0,21.0,845,841.0,-4.0,NOT CANCELLED,NOT DIVERTED,145.0,143.0,113.0,787.0,,,,,,2022
2022-04-25,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,500,TPA,"Tampa, FL",BNA,"Nashville, TN",1005,1004.0,-1.0,10.0,1014.0,1037.0,7.0,1100,1044.0,-16.0,NOT CANCELLED,NOT DIVERTED,115.0,100.0,83.0,612.0,,,,,,2022
2022-08-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2897,SAT,"San Antonio, TX",ELP,"El Paso, TX",950,948.0,-2.0,12.0,1000.0,1007.0,4.0,1015,1011.0,-4.0,NOT CANCELLED,NOT DIVERTED,85.0,83.0,67.0,496.0,,,,,,2022
2022-03-18,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3268,PHX,"Phoenix, AZ",SBP,"San Luis Obispo, CA",2044,2038.0,-6.0,15.0,2053.0,2209.0,4.0,2228,2213.0,-15.0,NOT CANCELLED,NOT DIVERTED,104.0,95.0,76.0,509.0,,,,,,2022
2022-03-15,Envoy Air,Envoy Air: MQ,MQ,20398,4178,CLT,"Charlotte, NC",SGF,"Springfield, MO",856,855.0,-1.0,20.0,915.0,1006.0,4.0,1016,1010.0,-6.0,NOT CANCELLED,NOT DIVERTED,140.0,135.0,111.0,708.0,,,,,,2022
2022-11-02,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1481,SAN,"San Diego, CA",SEA,"Seattle, WA",1116,1109.0,-7.0,16.0,1125.0,1354.0,11.0,1426,1405.0,-21.0,NOT CANCELLED,NOT DIVERTED,190.0,176.0,149.0,1050.0,,,,,,2022
2022-11-22,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6101,IAH,"Houston, TX",ATL,"Atlanta, GA",1831,1829.0,-2.0,13.0,1842.0,2107.0,11.0,2138,2118.0,-20.0,NOT CANCELLED,NOT DIVERTED,127.0,109.0,85.0,689.0,,,,,,2022
2022-02-17,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,436,DEN,"Denver, CO",BOI,"Boise, ID",1400,1418.0,18.0,11.0,1429.0,1604.0,2.0,1605,1606.0,1.0,NOT CANCELLED,NOT DIVERTED,125.0,108.0,95.0,649.0,,,,,,2022
2022-02-11,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,188,OAK,"Oakland, CA",LAS,"Las Vegas, NV",1955,1949.0,-6.0,12.0,2001.0,2111.0,6.0,2123,2117.0,-6.0,NOT CANCELLED,NOT DIVERTED,88.0,88.0,70.0,407.0,,,,,,2022
2022-06-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1345,ISP,"Islip, NY",BWI,"Baltimore, MD",545,540.0,-5.0,11.0,551.0,644.0,11.0,700,655.0,-5.0,NOT CANCELLED,NOT DIVERTED,75.0,75.0,53.0,220.0,,,,,,2022
2022-09-08,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2019,DFW,"Dallas/Fort Worth, TX",SFO,"San Francisco, CA",926,922.0,-4.0,15.0,937.0,1037.0,12.0,1107,1049.0,-18.0,NOT CANCELLED,NOT DIVERTED,221.0,207.0,180.0,1464.0,,,,,,2022
2022-03-24,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,919,GRR,"Grand Rapids, MI",RSW,"Fort Myers, FL",1121,1213.0,52.0,41.0,1254.0,1556.0,6.0,1417,1602.0,105.0,NOT CANCELLED,NOT DIVERTED,176.0,229.0,182.0,1147.0,0.0,0.0,105.0,0.0,0.0,2022
2022-03-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,706,ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX",613,609.0,-4.0,13.0,622.0,843.0,9.0,903,852.0,-11.0,NOT CANCELLED,NOT DIVERTED,110.0,103.0,81.0,569.0,,,,,,2022
2022-03-17,Horizon Air,Horizon Air: QX,QX,19687,2166,PSP,"Palm Springs, CA",BOI,"Boise, ID",1505,1455.0,-10.0,20.0,1515.0,1809.0,3.0,1819,1812.0,-7.0,NOT CANCELLED,NOT DIVERTED,134.0,137.0,114.0,672.0,,,,,,2022
2022-04-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4036,RDU,"Raleigh/Durham, NC",MDW,"Chicago, IL",635,711.0,36.0,9.0,720.0,808.0,5.0,735,813.0,38.0,NOT CANCELLED,NOT DIVERTED,120.0,122.0,108.0,632.0,36.0,0.0,2.0,0.0,0.0,2022
2022-12-13,Envoy Air,Envoy Air: MQ,MQ,20398,3858,MIA,"Miami, FL",TLH,"Tallahassee, FL",831,822.0,-9.0,13.0,835.0,944.0,3.0,1000,947.0,-13.0,NOT CANCELLED,NOT DIVERTED,89.0,85.0,69.0,402.0,,,,,,2022
2022-07-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4689,SMF,"Sacramento, CA",DEN,"Denver, CO",1540,1603.0,23.0,9.0,1612.0,1907.0,5.0,1855,1912.0,17.0,NOT CANCELLED,NOT DIVERTED,135.0,129.0,115.0,909.0,0.0,0.0,17.0,0.0,0.0,2022
2022-09-30,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,870,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",805,805.0,0.0,10.0,815.0,900.0,9.0,908,909.0,1.0,NOT CANCELLED,NOT DIVERTED,63.0,64.0,45.0,226.0,,,,,,2022
2022-02-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2109,DEN,"Denver, CO",ONT,"Ontario, CA",2125,2152.0,27.0,12.0,2204.0,2303.0,4.0,2255,2307.0,12.0,NOT CANCELLED,NOT DIVERTED,150.0,135.0,119.0,819.0,,,,,,2022
2022-05-04,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,301,LIH,"Lihue, HI",SJC,"San Jose, CA",1300,1249.0,-11.0,16.0,1305.0,2110.0,4.0,2112,2114.0,2.0,NOT CANCELLED,NOT DIVERTED,312.0,325.0,305.0,2466.0,,,,,,2022
2022-03-14,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2360,LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX",1752,1751.0,-1.0,17.0,1808.0,2227.0,7.0,2236,2234.0,-2.0,NOT CANCELLED,NOT DIVERTED,164.0,163.0,139.0,1055.0,,,,,,2022
2022-10-21,Allegiant Air,Allegiant Air: G4,G4,20368,367,CVG,"Cincinnati, OH",DEN,"Denver, CO",645,643.0,-2.0,18.0,701.0,728.0,10.0,744,738.0,-6.0,NOT CANCELLED,NOT DIVERTED,179.0,175.0,147.0,1069.0,,,,,,2022
2022-10-04,JetBlue Airways,JetBlue Airways: B6,B6,20409,1902,FLL,"Fort Lauderdale, FL",JFK,"New York, NY",1432,1424.0,-8.0,10.0,1434.0,1657.0,9.0,1728,1706.0,-22.0,NOT CANCELLED,NOT DIVERTED,176.0,162.0,143.0,1069.0,,,,,,2022
2022-04-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,345,ATL,"Atlanta, GA",LAX,"Los Angeles, CA",850,905.0,15.0,18.0,923.0,1044.0,12.0,1055,1056.0,1.0,NOT CANCELLED,NOT DIVERTED,305.0,291.0,261.0,1947.0,,,,,,2022
2022-11-10,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1808,SFO,"San Francisco, CA",SEA,"Seattle, WA",1255,1300.0,5.0,20.0,1320.0,1459.0,7.0,1510,1506.0,-4.0,NOT CANCELLED,NOT DIVERTED,135.0,126.0,99.0,679.0,,,,,,2022
2022-09-03,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3774,MCO,"Orlando, FL",CMH,"Columbus, OH",1855,1853.0,-2.0,8.0,1901.0,2048.0,6.0,2115,2054.0,-21.0,NOT CANCELLED,NOT DIVERTED,140.0,121.0,107.0,802.0,,,,,,2022
2022-03-25,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,324,LAX,"Los Angeles, CA",JFK,"New York, NY",745,749.0,4.0,32.0,821.0,1608.0,15.0,1545,1623.0,38.0,NOT CANCELLED,NOT DIVERTED,300.0,334.0,287.0,2475.0,0.0,0.0,38.0,0.0,0.0,2022
2022-12-13,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,623,LAX,"Los Angeles, CA",DEN,"Denver, CO",525,519.0,-6.0,27.0,546.0,840.0,13.0,855,853.0,-2.0,NOT CANCELLED,NOT DIVERTED,150.0,154.0,114.0,862.0,,,,,,2022
2022-09-15,Horizon Air,Horizon Air: QX,QX,19687,2193,BOI,"Boise, ID",SEA,"Seattle, WA",1100,1057.0,-3.0,8.0,1105.0,1122.0,14.0,1141,1136.0,-5.0,NOT CANCELLED,NOT DIVERTED,101.0,99.0,77.0,399.0,,,,,,2022
2022-03-03,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1985,LAS,"Las Vegas, NV",BUR,"Burbank, CA",1900,1856.0,-4.0,21.0,1917.0,2004.0,6.0,2012,2010.0,-2.0,NOT CANCELLED,NOT DIVERTED,72.0,74.0,47.0,223.0,,,,,,2022
2022-11-08,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2807,ROA,"Roanoke, VA",ATL,"Atlanta, GA",600,556.0,-4.0,12.0,608.0,705.0,5.0,724,710.0,-14.0,NOT CANCELLED,NOT DIVERTED,84.0,74.0,57.0,357.0,,,,,,2022
2022-01-24,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,802,LGA,"New York, NY",MSP,"Minneapolis, MN",1524,1600.0,36.0,42.0,1642.0,1820.0,4.0,1742,1824.0,42.0,NOT CANCELLED,NOT DIVERTED,198.0,204.0,158.0,1020.0,0.0,0.0,6.0,0.0,36.0,2022
2022-06-30,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,230,MCO,"Orlando, FL",DAL,"Dallas, TX",1805,1837.0,32.0,24.0,1901.0,2019.0,3.0,1950,2022.0,32.0,NOT CANCELLED,NOT DIVERTED,165.0,165.0,138.0,973.0,4.0,0.0,0.0,0.0,28.0,2022
2022-11-04,Allegiant Air,Allegiant Air: G4,G4,20368,1298,TUL,"Tulsa, OK",SFB,"Sanford, FL",1453,1514.0,21.0,16.0,1530.0,1842.0,4.0,1819,1846.0,27.0,NOT CANCELLED,NOT DIVERTED,146.0,152.0,132.0,995.0,8.0,0.0,6.0,0.0,13.0,2022
2022-02-27,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5244,PHL,"Philadelphia, PA",DCA,"Washington, DC",1953,2004.0,11.0,17.0,2021.0,2055.0,4.0,2100,2059.0,-1.0,NOT CANCELLED,NOT DIVERTED,67.0,55.0,34.0,119.0,,,,,,2022
2022-02-26,Republic Airline,Republic Airline: YX,YX,20452,4664,BOS,"Boston, MA",STL,"St. Louis, MO",1430,1429.0,-1.0,23.0,1452.0,1659.0,4.0,1651,1703.0,12.0,NOT CANCELLED,NOT DIVERTED,201.0,214.0,187.0,1047.0,,,,,,2022
2022-06-27,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2672,SEA,"Seattle, WA",DEN,"Denver, CO",500,453.0,-7.0,10.0,503.0,809.0,4.0,841,813.0,-28.0,NOT CANCELLED,NOT DIVERTED,161.0,140.0,126.0,1024.0,,,,,,2022
2022-09-20,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1191,RDU,"Raleigh/Durham, NC",MCO,"Orlando, FL",1618,1633.0,15.0,22.0,1655.0,1815.0,14.0,1810,1829.0,19.0,NOT CANCELLED,NOT DIVERTED,112.0,116.0,80.0,534.0,14.0,0.0,5.0,0.0,0.0,2022
2022-06-22,Envoy Air,Envoy Air: MQ,MQ,20398,3633,DFW,"Dallas/Fort Worth, TX",LCH,"Lake Charles, LA",1638,1636.0,-2.0,20.0,1656.0,1747.0,4.0,1759,1751.0,-8.0,NOT CANCELLED,NOT DIVERTED,81.0,75.0,51.0,295.0,,,,,,2022
2022-08-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,935,LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT",1135,1132.0,-3.0,11.0,1143.0,1401.0,12.0,1425,1413.0,-12.0,NOT CANCELLED,NOT DIVERTED,110.0,101.0,78.0,590.0,,,,,,2022
2022-02-26,Envoy Air,Envoy Air: MQ,MQ,20398,3709,ORD,"Chicago, IL",JAX,"Jacksonville, FL",1242,1238.0,-4.0,16.0,1254.0,1547.0,4.0,1607,1551.0,-16.0,NOT CANCELLED,NOT DIVERTED,145.0,133.0,113.0,864.0,,,,,,2022
2022-05-16,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3782,TUS,"Tucson, AZ",LAX,"Los Angeles, CA",1722,1731.0,9.0,13.0,1744.0,1854.0,8.0,1910,1902.0,-8.0,NOT CANCELLED,NOT DIVERTED,108.0,91.0,70.0,451.0,,,,,,2022
2022-10-08,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3645,ALB,"Albany, NY",DTW,"Detroit, MI",1215,1209.0,-6.0,12.0,1221.0,1333.0,7.0,1405,1340.0,-25.0,NOT CANCELLED,NOT DIVERTED,110.0,91.0,72.0,489.0,,,,,,2022
2022-06-03,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5427,CSG,"Columbus, GA",CLT,"Charlotte, NC",701,654.0,-7.0,17.0,711.0,804.0,9.0,824,813.0,-11.0,NOT CANCELLED,NOT DIVERTED,83.0,79.0,53.0,295.0,,,,,,2022
2022-12-04,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2418,TPA,"Tampa, FL",IAH,"Houston, TX",1551,1547.0,-4.0,8.0,1555.0,1657.0,13.0,1717,1710.0,-7.0,NOT CANCELLED,NOT DIVERTED,146.0,143.0,122.0,787.0,,,,,,2022
2022-02-13,JetBlue Airways,JetBlue Airways: B6,B6,20409,322,PBI,"West Palm Beach/Palm Beach, FL",BOS,"Boston, MA",1042,1122.0,40.0,17.0,1139.0,1353.0,8.0,1348,1401.0,13.0,NOT CANCELLED,NOT DIVERTED,186.0,159.0,134.0,1197.0,,,,,,2022
2022-06-17,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1761,DFW,"Dallas/Fort Worth, TX",PIT,"Pittsburgh, PA",1705,1853.0,108.0,15.0,1908.0,2225.0,4.0,2046,2229.0,103.0,NOT CANCELLED,NOT DIVERTED,161.0,156.0,137.0,1067.0,19.0,0.0,0.0,0.0,84.0,2022
2022-07-03,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1038,MCO,"Orlando, FL",BUF,"Buffalo, NY",746,814.0,28.0,23.0,837.0,1044.0,5.0,1030,1049.0,19.0,NOT CANCELLED,NOT DIVERTED,164.0,155.0,127.0,1011.0,11.0,0.0,8.0,0.0,0.0,2022
2022-07-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,534,BWI,"Baltimore, MD",FLL,"Fort Lauderdale, FL",2155,2306.0,71.0,11.0,2317.0,118.0,4.0,25,122.0,57.0,NOT CANCELLED,NOT DIVERTED,150.0,136.0,121.0,925.0,57.0,0.0,0.0,0.0,0.0,2022
2022-05-08,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2849,PHX,"Phoenix, AZ",SLC,"Salt Lake City, UT",615,614.0,-1.0,16.0,630.0,841.0,11.0,854,852.0,-2.0,NOT CANCELLED,NOT DIVERTED,99.0,98.0,71.0,507.0,,,,,,2022
2022-07-20,Envoy Air,Envoy Air: MQ,MQ,20398,3724,CRP,"Corpus Christi, TX",DFW,"Dallas/Fort Worth, TX",1423,1416.0,-7.0,9.0,1425.0,1530.0,6.0,1549,1536.0,-13.0,NOT CANCELLED,NOT DIVERTED,86.0,80.0,65.0,354.0,,,,,,2022
2022-07-03,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1415,FLL,"Fort Lauderdale, FL",ACY,"Atlantic City, NJ",1825,1826.0,1.0,13.0,1839.0,2049.0,4.0,2102,2053.0,-9.0,NOT CANCELLED,NOT DIVERTED,157.0,147.0,130.0,977.0,,,,,,2022
2022-05-19,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2142,ATL,"Atlanta, GA",CMH,"Columbus, OH",1920,1916.0,-4.0,12.0,1928.0,2032.0,6.0,2051,2038.0,-13.0,NOT CANCELLED,NOT DIVERTED,91.0,82.0,64.0,447.0,,,,,,2022
2022-07-26,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,359,BNA,"Nashville, TN",LAX,"Los Angeles, CA",720,714.0,-6.0,17.0,731.0,905.0,10.0,940,915.0,-25.0,NOT CANCELLED,NOT DIVERTED,260.0,241.0,214.0,1797.0,,,,,,2022
2022-05-03,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3179,DFW,"Dallas/Fort Worth, TX",SAF,"Santa Fe, NM",900,851.0,-9.0,22.0,913.0,937.0,7.0,954,944.0,-10.0,NOT CANCELLED,NOT DIVERTED,114.0,113.0,84.0,551.0,,,,,,2022
2022-03-08,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,354,LIH,"Lihue, HI",HNL,"Honolulu, HI",1630,1628.0,-2.0,5.0,1633.0,1655.0,7.0,1706,1702.0,-4.0,NOT CANCELLED,NOT DIVERTED,36.0,34.0,22.0,102.0,,,,,,2022
2022-06-01,JetBlue Airways,JetBlue Airways: B6,B6,20409,2460,PHL,"Philadelphia, PA",BOS,"Boston, MA",1753,1853.0,60.0,20.0,1913.0,2005.0,11.0,1926,2016.0,50.0,NOT CANCELLED,NOT DIVERTED,93.0,83.0,52.0,280.0,0.0,0.0,50.0,0.0,0.0,2022
2022-07-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3541,LAS,"Las Vegas, NV",MDW,"Chicago, IL",700,712.0,12.0,11.0,723.0,1233.0,23.0,1235,1256.0,21.0,NOT CANCELLED,NOT DIVERTED,215.0,224.0,190.0,1521.0,12.0,0.0,9.0,0.0,0.0,2022
2022-05-22,JetBlue Airways,JetBlue Airways: B6,B6,20409,1094,AUS,"Austin, TX",JFK,"New York, NY",1812,1938.0,86.0,11.0,1949.0,2355.0,12.0,2300,7.0,67.0,NOT CANCELLED,NOT DIVERTED,228.0,209.0,186.0,1521.0,0.0,0.0,67.0,0.0,0.0,2022
2022-11-18,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2242,SAN,"San Diego, CA",SJC,"San Jose, CA",630,627.0,-3.0,16.0,643.0,746.0,6.0,805,752.0,-13.0,NOT CANCELLED,NOT DIVERTED,95.0,85.0,63.0,417.0,,,,,,2022
2022-09-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1951,PHX,"Phoenix, AZ",SAN,"San Diego, CA",1353,1359.0,6.0,15.0,1414.0,1506.0,9.0,1505,1515.0,10.0,NOT CANCELLED,NOT DIVERTED,72.0,76.0,52.0,304.0,,,,,,2022
2022-12-18,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1258,MCO,"Orlando, FL",MDW,"Chicago, IL",1925,1926.0,1.0,19.0,1945.0,2113.0,18.0,2110,2131.0,21.0,NOT CANCELLED,NOT DIVERTED,165.0,185.0,148.0,990.0,0.0,0.0,21.0,0.0,0.0,2022
2022-08-03,Envoy Air,Envoy Air: MQ,MQ,20398,4154,AVL,"Asheville, NC",DFW,"Dallas/Fort Worth, TX",1610,1610.0,0.0,13.0,1623.0,1716.0,16.0,1745,1732.0,-13.0,NOT CANCELLED,NOT DIVERTED,155.0,142.0,113.0,848.0,,,,,,2022
2022-12-29,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2533,BWI,"Baltimore, MD",DTW,"Detroit, MI",1731,1726.0,-5.0,10.0,1736.0,1845.0,5.0,1910,1850.0,-20.0,NOT CANCELLED,NOT DIVERTED,99.0,84.0,69.0,409.0,,,,,,2022
2022-01-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1849,KOA,"Kona, HI",SJC,"San Jose, CA",1410,1616.0,126.0,9.0,1625.0,2310.0,4.0,2115,2314.0,119.0,NOT CANCELLED,NOT DIVERTED,305.0,298.0,285.0,2384.0,33.0,0.0,0.0,0.0,86.0,2022
2022-01-10,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,221,DAL,"Dallas, TX",COS,"Colorado Springs, CO",1315,1327.0,12.0,12.0,1339.0,1407.0,4.0,1410,1411.0,1.0,NOT CANCELLED,NOT DIVERTED,115.0,104.0,88.0,602.0,,,,,,2022
2022-09-17,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5396,ORD,"Chicago, IL",BOI,"Boise, ID",853,849.0,-4.0,25.0,914.0,1145.0,3.0,1158,1148.0,-10.0,NOT CANCELLED,NOT DIVERTED,245.0,239.0,211.0,1437.0,,,,,,2022
2022-06-08,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5033,CAE,"Columbia, SC",CLT,"Charlotte, NC",1807,1756.0,-11.0,14.0,1810.0,1836.0,21.0,1906,1857.0,-9.0,NOT CANCELLED,NOT DIVERTED,59.0,61.0,26.0,88.0,,,,,,2022
2022-11-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2807,DFW,"Dallas/Fort Worth, TX",SFO,"San Francisco, CA",910,918.0,8.0,33.0,951.0,1115.0,11.0,1101,1126.0,25.0,NOT CANCELLED,NOT DIVERTED,231.0,248.0,204.0,1464.0,8.0,0.0,17.0,0.0,0.0,2022
